name,link,release_date,expiry_date,hours,para
Intimate Partner Violence for Florida Nurses,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ctober 19, 2016","ctober 31, 2019",2 contact hours | Audio Book Available | ,"According to the CDC, more than 1 in 4 women and more than 1 in 10 men have experienced sexual violence, physical violence, or stalking by an intimate partner that resulted in significant health consequences. Victims of IPV are significantly more likely to experience adverse health outcomes compared with the general population, and suffer from severe mental health outcomes like depression, posttraumatic stress disorder, substance abuse and suicidality. Victims of trauma are also more likely to seek health services compared with those with no history of victimization. As such, healthcare visits provide an opportune time to identify patients with a history of IPV and to intervene. Identifying experiences of IPV among patients can also help healthcare providers tailor care to better meet their unique needs."
Managing Asthma in Adults,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"anuary 2, 2018","anuary 31, 2021",CCMs ,"Asthma continues to be a major public health issue. New cases of asthma continue to occur, increasing the prevalence of this disease (Lundback, Backman, Lotvall, and Ronmark, 2016). While asthma is a life-long disease, with proper management symptoms can remain under control with little to no impact on quality of life."
Managing Asthma during Pregnancy,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 27, 2017","ecember 31, 2020",2 Contact hours | 1.8 Pharmacology hours | 2 CCMC hours,"  Asthma is the most common potentially serious medical condition to complicate pregnancy. Asthma affects approximately 8% of women in their childbearing years. Uncontrolled asthma can cause serious complications to the mother, including high blood pressure, toxemia, premature delivery, and rarely death. For the baby, complications of uncontrolled asthma include increased risk for stillbirth, fetal growth retardation, premature birth, low birth weight, and a low Apgar score at birth. Fortunately, asthma can be controlled with medical management and avoidance of known triggers. Most measures used to control asthma are not harmful to the developing fetus and do not appear to contribute to either miscarriage or birth defects. This course will discuss how the changes that occur during pregnancy can impact asthma management."
"Loss, Grief, and Bereavement: Helping Individuals Cope, 4th Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 19, 2018","ecember 31, 2021","Barbara Rubel, BS, MA, BCETS, DAAETS","This course contains essential information that nurses can use to help individuals, families, and communities cope with loss, grief, and bereavement, or reflect on issues and practices related to death. The course reviews the role of palliative and hospice care in providing the highest quality end of life care. Content on advance care planning helps nurses become better communicators with patients, and fosters a better understanding of ethical issues surrounding end-of-life care. Updated content on religious beliefs, grief reactions to loss, suicide care, and communities responding to homicide or other traumatic death is also presented. The course examines the mourning process, including grief in children and adolescents, and the experiences of those suffering from compassion fatigue or vicarious trauma. Bereavement policies to manage grief in the workplace are also covered."
"Legal Implications for Nursing Practice, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"uly 18, 2017","uly 31, 2020",CCMs - This program has been pre-approved by The Commission for Case Manager Certification to provide continuing education credit to CCM board certified case managers. The course is approved for 3 CE contact hour(s).,"Involvement in a legal issue during one's nursing career is an ongoing possibility. It is easy for new nurses to become so busy learning the daily nursing routine, developing time management skills, and implementing the skills they learned that they do not readily recognize situations that could culminate in legal action. Similarly, experienced nurses may become so engaged in their regular routines that the thought of potential legal concerns is not at the forefront of their minds."
"Leadership and Management for Every Nurse, 3rd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 19, 2016","ecember 31, 2019","Antoinette Towle EdD, PNP-BC, SNP-BC, ","Nurses have been educated to practice professional nursing and use their specialized skills to care for patients. Unfortunately, most nurses are not knowledgeable or skilled enough in leadership to effect the required changes in health care today. Nurses must expand their repertoire of knowledge and skills to practice in today's multifaceted healthcare environment, especially their leadership skills."
"Intimate Partner Violence: Recognition & Intervention Strategies for Nurses, 2nd Ed.",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"arch 19, 2018","arch 31, 2021",Florida Nurses,"This course presents an overview of intimate partner violence (IPV) and sexual assault (SA) issues that nurses in a variety of settings may encounter. Types of IPV and SA and risk factors are described. Health consequences are addressed as well as its effects at various life stages from children to older adults. Screening and assessment strategies are reviewed, including working with special populations, such as immigrants, pregnant women, the LGBTQI community, and perpetrators. On a very practical level, the course discusses legal issues, reporting requirements, and necessary documentation when working with victims of IPV or SA."
"Home Health Nursing: Comprehensive Review of Practical & Professional Issues, 4th Ed.",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ovember 17, 2016","ovember 30, 2019","Lisa Gorski, MS, HHCNS-BC, CRNI®, FAAN, ","Home health care is the fastest growing industry in the United States based on the projection period of 2014-2024. The anticipated employment growth for the period is more than 760,000 jobs, reaching a total of over 2 million. While some of these jobs are for home health aides and personal care aides, a wide variety of healthcare professionals will be needed, particularly registered nurses."
"Initial Physical Assessment of the Newborn, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 14, 2018","une 14, 2021","Karen L. Hessler, PhD, RN, FNP-C","The first 24 hours of a newborn's life is a critical high-risk period of both morbidity and mortality, and nurses working in the delivery setting must be prepared to engage in a skillful newborn assessment for each and every newborn they encounter to ensure the best patient outcome. This course provides current evidence-based recommendations on how to perform an initial assessment of the newborn."
"Infusion Therapy: Essentials for Safe Practice, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"eptember 27, 2017","eptember 30, 2020","Lisa Gorski, MS, RN, HHCNS-BC, CRNI, FAAN, ","Infusion therapy is administered across all healthcare settings, including hospitals, long-term care facilities, outpatient settings, physician offices, and the home. Because infusion therapy is such a common practice, nurses may underestimate its potential risks and complications. This course is appropriate for nurses who administer infusion therapy in any healthcare setting. The course discusses selection of the most appropriate vascular access device (VAD) for the patient, potential complications with an emphasis on identification of signs and symptoms, preventative interventions, and interventions to take in the event of occurrence, as well as safe infusion administration. The course is designed for both newer and experienced nurses. The newer or less-experienced nurse who takes this course will gain information needed to become knowledgeable and confident in providing infusion therapy-related care, whereas the experienced nurse will find opportunities to review the basics and grow in understanding the professional implications of practicing infusion therapy."
"Home Health Nursing: Code of Ethics, Standards of Professional Performance & Practice",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 21, 2016","ecember 31, 2019","Lisa Gorski, MS, HHCNS-BC, CRNI®, FAAN, ","Home health nursing is built on the strong foundation of three important documents that guide all of nursing practice in the United States. Developed and published by the American Nurses Association (ANA), these documents include Nursing: Scope and Standards of Practice, Nursing's Social Policy Statement, and the Code of Ethics for Nurses with Interpretive Statements. Nurses deliver, manage, and super-vise care for the majority of home health patients. It is a critical requirement that the professional nurse understands and executes the guiding principles and standards of practice, as well as knows the expectations for professional performance and ethical guidelines in an ever-changing healthcare environment. Nurses practicing in home health are challenged to provide accountable, independent nursing care that is continually evolving in response to healthcare innovations, evidence-based practice, and new payment structures."
Impediments to Healing: Managing Acute and Chronic Wounds,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"pril 24, 2017","anuary 31, 2020","Linda Stricker, MSN, RN, CWOCN, ","Wound management and the promotion of healing are complicated and challenging to those suffering with such maladies. Whether wounds are acute or chronic, nurses are the clinicians most intimately involved with the care and ongoing evaluation of wounds. Nurses working in acute care, rehabilitative, long-term care, home health, and outpatient settings all contend with a variety of wounds at different stages in the healing process among all patient populations. Thus, the nurse in general practice must have a solid knowledge of wound a care and potential impediments to healing."
Home Health Nursing: Reimbursement of Services,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 21, 2016","ecember 31, 2019","Lisa Gorski, MS, HHCNS-BC, CRNI, FAAN, ","The role of the professional home health nurse encompasses skills beyond providing comprehensive clinical care to patients. Perhaps more so than in any other care delivery setting, the home health nurse is held accountable for providing patients with a clinically appropriate level of service in the context of understanding reimbursable care."
"HIV/AIDS: A 1-Hour Overview for Florida Nurses, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 13, 2018","une 30, 2020",Florida Nurses,"Major progress has been made in understanding the many facets of human immunodeficiency virus and acquired immunodeficiency disease (HIV/AIDS). Inroads into detection, immune response, and transmission have helped in the development of therapeutic interventions, including four-drug combination therapies. The first four-drug combination, Stribild, was approved in 2012. In 2015 the second drug-drug combination, Genvoya, was approved (U.S. Food and Drug Administration [FDA], 2016). The importance of these drugs and their implication in the nursing care of HIV patients are discussed in this course. Because of the fast-paced change in HIV knowledge, nurses may not be aware of new advances, current treatments, and nursing interventions. In 2015, approximately 12.4% of people infected with HIV in Florida did not know their status (Florida Health, 2017a). All nurses, regardless of the setting, should be performing a brief screening for HIV and promoting yearly HIV testing for sexually active individuals. Therefore, nursing knowledge must be up-to-date on the care, treatment, and prevention of HIV."
"Humor in Psychiatric Settings, 3rd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ovember 15, 2018","une 30, 2021","Mary Bennett, DNS, APRN","Although humor may be inappropriate with some patients who have psychiatric issues, with others it might be effective, appropriate, and helpful toward recovery. In exploring the use of humor in psychiatric settings, this course discusses the effects of pathology on humor and reflects on the use of humor, including ways to use humor for diagnosis and treatment. Appropriate and inappropriate responses and appropriate and inappropriate types of humor are discussed. Evidence on which to base practice recommendations for the use of humor in a psychiatric setting is reviewed."
"Humor as a Nursing Intervention, 3rd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ovember 1, 2018","une 30, 2021","Mary Bennett, DNS, APRN",This continuing education course examines the holistic effects of humor on the health of individuals. This course provides foundational information on humor theories and discusses the effects of humor and laughter on disease outcomes. How humor may impact immune function is also considered. Suggestions of ways to add humor as an individual or as a facility are offered.
"Humor in Health Care: The Laughter Prescription, 3rd Ed.",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 30, 2018","une 30, 2021","Mary Bennett, DNS, APRN","This continuing education program will examine the holistic effects of humor on the health of individuals. This course will look at the difference between humor and laughter, the development of humor studies, and how humor affects the biological, psychological, and sociological health of individual. The last part of this text will discuss ways in which healthcare providers can incorporate humor into care of individuals and their families. Evidenced-based practice is an important element in health care today. To support the suggestions regarding humor in practice, this text offers discussion of different studies pointing out the efficacy of humor in health care. The study results can be used as evidence to encourage others to incorporate humor into their plan of care. Suggestions for different methods of adding humor as an individual or as a facility are offered."
Home Health Nursing: Using OASIS,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ctober 26, 2016","ctober 31, 2019","Mary Curry Narayan, MSN, RN, HHCNS-BC, COS-C, CTN-A","Nurses currently working in or planning to work in home health care agencies must have an under-standing of the significance of process and outcomes measurement. The Outcome and Assessment Information Set (OASIS) is a specific assessment and outcomes measurement instrument, which consists of 111 items or questions and measures patient data at various times during the patient's stay in home care. The OASIS plays a crucial part in each patient's assessment and reassessment at specific points during the patient's stay in home care. Accurate, timely, and complete documentation of the OASIS is vital in determining how much an agency is paid for each care episode and provides documentation to sup-port the quality of care delivered."
"Glucosamine, Chondroitin, Melatonin, Coenzyme Q10, and Cranberry Supplementation",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ovember 15, 2017","ovember 30, 2020","Peggy Piascik, PhD, RPh, r","The four supplements highlighted in the course are among the most popular in the United States, according to the 2012 National Health Interview Survey. The combination of glucosamine and chondroitin was the second-most popular dietary supplement choice for consumers. Coenzyme Q10 was number four in 2012, an increase from 2007 when it was not on the top 10 supplements list. Cranberry was the seventh-most popular supplement in 2012, maintaining its place among the top 10 supplements. Melatonin moved into the top 10 dietary supplements in 2012. It was ranked at number four behind fish oil, glucosamine/chondroitin, and probiotics. Each of these supplements is discussed individually."
Geriatric Care: An Overview for Texas Nurses,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 14, 2017","une 30, 2020",Texas Nurses,"Nurses continue to play an ever-expanding role in educating older adults and their families on daily habits that contribute to healthy aging and encourage healthy behaviors and in offering valuable information and suggestions to address issues related to end-of-life care. This course addresses some of the more common age-related health concerns, including elder abuse, memory changes, and common chronic conditions associated with aging, and discusses how healthcare professionals can help older adults manage these conditions. It is important for nurses to be aware of the factors that interfere with successful aging and the factors that encourage a healthy lifestyle. Prevention and treatment of such common problems as hearing loss, hypertension, and incontinence - as well as coping with these conditions - are also discussed. Because stroke, arthritis, and osteoporosis all have the potential to negatively affect functional status, these conditions are also reviewed."
Human Trafficking: 2-Hour Overview for Nurses,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"eptember 8, 2017","eptember 30, 2020",3 contact hours | 3 CCMC hours | Audio Book Available | ," Healthcare providers are on the front lines of recognizing signs of trafficking and advocating for their patients. This course provides an overview of human trafficking, including the types of trafficking, and who may be at a high risk of becoming trafficked. Learners will be able to identify potential trafficked persons using clinical signs and screening tools, describe components and how to implement trauma-informed care, and review appropriate national organizations and local resources when intervening in human trafficking cases. The course provides insights into the facts surrounding human trafficking and relevant health risks for the trafficked person. The elements of human trafficking are reviewed; these include the act, the means and the purpose. Nurses will be not only be able to identify warning signs of human trafficking in a health care setting, but also how to report these victims. Psychological methods used by the traffickers will also be included."
Holistic and Integrative Nursing: Elements of Practice,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ugust 14, 2018","ugust 31, 2021","Martha Mathews Libster, PhD, MSN, APRN-CNS, APHN-BC","Holistic and integrative nursing care is based upon holism and may include natural products, mind and body practices, and aspects of traditional healing systems. A holistic approach towards physical, emotional, mental, and spiritual care defines how that nursing care is applied and not simply what is done to a patient. The five elements of practice defined as vital - energy, fire, air, water, earth and ether - have endured for centuries and provide a structural focus for sickroom management, creating healing environments, and the nursing care of whole patients. Nurses are guided through the application of these elements to practice using various healing modalities."
"HIV/AIDS - A 2-hour Overview, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 28, 2017","une 30, 2020",Florida Nurses,"Nurses play a key role in providing care to HIV patients. Nursing interventions that will be discussed include the positive promotion of testing, teaching prevention, assessing risk factors, promoting adherence to therapy, and supporting continuous care. Nursing outcomes encompass linkage to HIV care and retention in HIV care. For those patients with a lapse in care, a positive approach is necessary to reintegrate the patient into a therapeutic treatment regimen. HIV-related research continues to contribute to the understanding of this complex disease, as well as many opportunistic, immune-deficiency-related health conditions."
"Fish Oil and Omega-3 Fatty Acid Supplementation: Uses, Effectiveness, and Safety",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"uly 27, 2017","uly 31, 2020","Peggy Piascik, PhD, RPh, ","In 21st century health care, increased emphasis focuses on wellness and disease prevention, a central theme of integrative care. Integrative health care encompasses conventional and nontraditional health approaches in a coordinated way. All healthcare professionals should have an understanding of integrative health, its elements, and those products and practices that have been shown to be effective therapeutic measures. More than 30% of U.S. adults and about 12% of children report use of healthcare approaches developed outside of conventional, or Western, medicine in the most recent comprehensive survey on the use of nonmainstream health approaches in the United States. These measures can be ""complementary"" or ""alternative"" in nature."
"Healthy Aging, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ay 31, 2017","ay 31, 2020",10 Contact hours | 10 CCMC hours,"  The demographic changes of the United States have created an urgent need for more healthcare professionals educated in the care of older adults. The U.S. Census Bureau projects that by the year 2050, 89 million Americans will be 65 years of age or older. In fact, 20% of older adults will represent the U.S. population by 2030. According to the Administration on Aging (AOA), adults aged 65 and older will outnumber children 5 years of age and younger in the years to come. This rapidly aging population is challenging the health care system to meet the needs of older adults, many of whom suffer from chronic diseases, and set the stage for a healthier society."
Health Issues in Older Adult Women,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"pril 11, 2018","une 30, 2020",3 Contact hours | 0.8 Pharmacology hours,"  The course assists nurses in providing care for older adult women. It is designed for nurses who wish to review, enhance, or expand their knowledge base and level of understanding of healthcare issues for older adult women. This educational offering is intended to provide information that serves as either a comprehensive review or an enhancement to the nurse's present knowledge base of Women's health."
Florida Laws and Rules Governing the Practice of Nursing,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 22, 2016","ecember 31, 2019",Florida Nurses,"Every nurse applying for relicensure in Florida is responsible for completing an approved continuing education course that provides information on the laws and rules used to regulate nursing practice to protect the public and preserve the health, safety, and welfare of the people in the state. Evidence of continuing education is a requirement for licensed registered nurses, licensed practical nurses, and advanced registered nurse practitioners in Florida. The Florida Board of Nursing requires every licensed nurse to complete a 2-contact-hour course on the laws and rules that govern the practice of nursing in Florida as part of each biennial renewal cycle. This course meets the Florida nursing law continuing education requirement for nursing relicensure."
Ginseng Supplementation,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 15, 2017","ecember 31, 2020","Martha Mathews Libster, PhD, MSN, APRN-CNS, APHN-BC","Ginseng is a perennial herb of the Araliaceae family. Ninety-nine percent of the world market of ginseng is produced by four counties: Korea, China, Canada, and the United States (Foster, 2016). The most common types are Panax ginseng (Chinese, Korean, or Asian ginseng) and Panax quinquefolius (American ginseng). This course will review the background and history of ginseng, common uses, and nursing considerations."
Geriatric Pharmacology: Essentials for Nurses,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ugust 1, 2017","une 30, 2019","Demetra Antimisiaris, PharmD, CGP, FASCP","Along with the aging population come several alarming statistics regarding medication use in older adults. Adults older than 65 years are twice as likely to visit the emergency department for adverse drug events (ADEs) and nearly seven times more likely than others to require hospitalization after an emergency visit. The leading causes of ADEs are inappropriate prescribing, inappropriate dosing, and inferior monitoring. Inappropriate monitoring of medication use is accountable for 50% of all drug-related emergency department visits resulting in hospitalization. The vulnerability of older adults is a challenge to the healthcare system, and with respect to medication use, this represents a strong advanced practice registered nurse intervention opportunity."
Geriatric Care: An Overview for Nurses,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 14, 2017","une 30, 2020",Texas Nurses ,"Nurses continue to play an ever-expanding role in educating older adults and their families on daily habits that contribute to healthy aging and encourage healthy behaviors and in offering valuable information and suggestions to address issues related to end-of-life care. This course addresses some of the more common age-related health concerns, including elder abuse, memory changes, and common chronic conditions associated with aging, and discusses how healthcare professionals can help older adults manage these conditions. It is important for nurses to be aware of the factors that interfere with successful aging and the factors that encourage a healthy lifestyle. Prevention and treatment of such common problems as hearing loss, hypertension, and incontinence - as well as coping with these conditions - are also discussed. Because stroke, arthritis, and osteoporosis all have the potential to negatively affect functional status, these conditions are also reviewed."
"ECG Interpretation: A Step-by-Step Approach, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"arch 19, 2018","arch 31, 2021","Lynn C. Simko, PhD, RN, CCRN","Provides an overview of both normal sinus rhythm and dysrhythmias. Treatment methods discussed include defibrillators and pacemakers. The course begins with the normal electrical conduction of the heart, and then reviews the steps of how to interpret electrocardiography (ECG). You will learn how to determine the heart rhythm and heart rate. Special considerations associated with Acute Coronary Syndrome are featured. Today, ECG interpretation is a skill necessary for nurses in a variety of clinical settings. The ability for nurses to quickly and accurately identify dysrhythmias is vital to assure prompt interventions and life-saving measures when necessary. Case Studies help connect content with practice."
Domestic Violence: Recognition and Intervention Strategies for Kentucky Nurses,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 6, 2016","ecember 31, 2019",Kentucky Nurses,Victims of IPV are more likely than those with no history of victimization to seek health services. Healthcare visits provide an opportune time to identify patients with a history of IPV and to intervene. Identifying experiences of IPV among patients can also help healthcare providers tailor care to better meet their unique needs.
"Geriatric Assessment, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ebruary 20, 2018","ebruary 28, 2021",Texas Nurses,"This course is intended for nurses and other health care professionals who work with older adults in a variety of settings, including the community, acute care, psychiatric care, long term care and at various points in transitions of care. The purpose of this course is to provide nurses with a solid foundation of assessments for older adults across the healthcare continuum and in the context of health, wellness, and chronic illness. Assessments covered are inclusive of the following domains for the older adult: emotional, physical, cognitive, social, spiritual, economic, family dynamics, caregiving, and safety all impacting their quality of life. Areas of focus in this course also include geriatric syndromes, such as cognitive impairment, delirium, incontinence, malnutrition, falls, gait disorders, pressure ulcers, sleep disorders, sensory deficits, fatigue, and dizziness. These conditions are common in older adults, and they may have a major impact on quality of life and disability."
Fundamentals of Cardiovascular Nursing: Biology and Epidemiology,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 27, 2016","ecember 31, 2019","Leanne H. Fowler, DNP, MBA, AGACNP-BC, CNE, ","This course provides nurses with foundational information to caring for patients with cardiovascular disease. This course can serve as a reference for nurses working in cardiovascular care areas or desiring to work in cardiovascular care. The curriculum begins with a review of cardiovascular anatomy and physiology. Cardiac hemodynamic measurements and the principles of oxygen transport are discussed, as well as the burden of cardiovascular disease on the general population. Nursing application points in the clinical setting are highlighted throughout the text to assist in identifying key issues in the care of patients with cardiovascular disease."
"Fibromyalgia in Women, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ugust 25, 2017","ugust 31, 2020","Deborah Stiffler, PhD, RN, CNM, ","Fibromyalgia is a chronic, noninflammatory condition that is characterized by localized, widespread pain and tenderness in specific regions of the body, nonrestorative sleep, fatigue, and psychological distress without evidence of a specific disease. Women are seven to eight times more likely to develop fibromyalgia than are men, and the risk of developing fibromyalgia increases with age. There is ongoing controversy over the etiology, diagnosis, and treatment of fibromyalgia. Nevertheless, despite the difficulty in diagnosis, fibromyalgia has distinct, recognizable symptoms that are real and can be managed. Patients with fibromyalgia need reassurance that they are taken seriously, and they need to be educated about both the pharmacologic and nonpharmacologic treatments available for their condition."
"Ethical Issues with Older Adults, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"arch 29, 2018","arch 31, 2021","Sherry M. Cummings, PhD, MSW, MA","By the year 2040, approximately one in five U.S. residents will be age 65 or older. Nurses are increasingly called upon to care for older adults and address their complex health issues. This course highlights the ethical issues that older adults and their families face as these individuals near the end of life, particularly in light of advances in medical technologies. The course presents the ethical frameworks and principles used to resolve ethical problems, identifies major ethical issues nurses face as their older adult patients make healthcare decisions, and provides a model for addressing ethical dilemmas in healthcare settings."
"Essentials of Trauma Nursing, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 21, 2018","ecember 31, 2021",Orthopedic Nurses,"In recent years, the United States population has faced a number of mass traumatic attacks, prompting a reevaluation of the trauma system. This course provides nurses working in the trauma care continuum with current evidence-based practice in the initial assessment, interventions, and evaluation of the trauma patient. Concepts of trauma systems, triage, trauma to specific anatomic regions, psychosocial aspects of trauma care, and care of the recovering trauma patient are discussed. An organized approach and strong fundamental skills are essential to critically affect outcomes of injured patients."
"End of Life Care, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ovember 9, 2018","ovember 30, 2021","Barbara Rubel, BS, MA, BCETS, DAAETS","This course contains essential information for nurses who work with seriously ill and dying patients and their families. By understanding the role of palliative and hospice care, nurses can provide the best quality of care at the end of life, while remaining respectful of patients and putting their wishes first. Content on advance care planning helps nurses become better communicators with patients and fosters a better understanding of the different settings and eligibility requirements for palliative and hospice care. Misconceptions and barriers to providing end-of-life care are also discussed."
Echinacea & Garlic Supplementation,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ecember 15, 2017","ecember 31, 2020","Martha M. Libster, PhD, MSN, APN-CNS, APHN-BC","Echinacea is a plant in the Asteraceae or daisy family (Figure 1) commonly known as coneflower. Three species of Echinacea are used medicinally and are used in dietary supplements. Garlic has been used to protect against plague, jaundice, convulsions, hemorrhoids, and melancholy (Culpeper, 1990). The bulb is always chopped or pounded and then taken in food or honey or made into a syrup. Garlic juice boiled in milk was drunk to expel intestinal worms (Grieve, 1971). Early American Eclectic physicians placed poultices of garlic cloves along the spine and on the chest of infants suffering from pneumonia and drops of garlic-infused olive oil in the ears for earache and deafness (Felter and Lloyd, 1983). It was also used during World War I and World War II to prevent gangrene (Block, 1985). In Traditional Chinese Medicine, garlic bulbs with purple skins are thought to demonstrate the most effective action against microbes and amoebic infection (Bensky and Gamble, 1993).This course will discuss the uses, effectiveness, and safety of Echinacea and garlic."
"Documentation for Nurses, 3rd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ctober 23, 2018","ctober 31, 2021","Kim Maryniak, PhD, MSN, BN, RNC-NIC, NEA-BC","Nursing documentation is a critical component of nursing, for all levels of nursing practice. Documentation allows nurses to account for the care which is provided by bringing together the available facts about nursing diagnoses, interventions, outcomes, and standards of care. This course explores the underlying purposes of documentation, professional and regulatory requirements, and processes and best practices for adequate documentation, which accurately reflect the patient's severity of illness and transition for care."
"Childhood Obesity: Health Effects and Approaches to Treatment, 2nd Edition",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ovember 20, 2018","ugust 31, 2021","Judi Daniels, PhD, APRN","Childhood obesity has reached epidemic proportions in the United States. A variety of factors, including family eating habits, biological issues related to weight regulation, and sociocultural and environmental influences all contribute to the condition. Obesity negatively affects both physical and mental health and can significantly reduce quality of life. This course provides nurses with a comprehensive overview of the scope and effects of childhood obesity. Assessments for obesity, resulting pathologic conditions, and evidence-based approaches to combat obesity are reviewed. Challenges faced by clinicians when promoting prevention strategies are also discussed."
Differentiating Antipsychotics: An Overview of Properties Impacting Drug Selection,https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"une 27, 2016","une 30, 2019",4 Contact hours | 4 Pharmacology hours  ,"With a growing number of nurse practitioners entering the healthcare, there is a demonstrated need for education on medications used for treatment of common mental health conditions in the primary care setting. New antipsychotic agents are constantly under development, and the ways in which antipsychotic medications are used in clinical practice continue to change. As new information becomes available, there are new indications, safety warnings, monitoring recommendations, and dosage formulations. It is important that healthcare providers stay abreast of these new developments to optimize treatment. Due to the high rate of refractory schizophrenia, it is especially important for healthcare providers to be knowledgeable about new treatment options to offer to patients for whom previous treatments have failed and educate patients about potential benefits and adverse events. In addition, many antipsychotics have labeled indications for treatment of other mental illnesses, such as major depressive disorder and bipolar disorder, as well as many off-label uses."
"Bipolar and Related Disorders: Signs, Symptoms, and Treatment Strategies, 2nd Ed.",https://www.westernschools.com/dental/courses/a-review-of-hiv-aids-for-dental-professionals,"ctober 10, 2017","ctober 31, 2020",CCMs ,"This course will provide nurses with information to assist in their understanding of bipolar and related disorders, risks and prevention measures, identification, assessment, and management across the course of the illness. Nurses with a focus on prevention and holistic care will gain knowledge and tools to better identify the complex factors that affect these clients, including assessment of the signs and symptoms of bipolar disorder, understanding of associated risks and appropriate treatments, strategies for crisis management and recovery, and relapse-prevention and symptom-management strategies for long-term stabilization. Nurses are tasked with collaborating with other health professionals and making appropriate referrals in order to provide a continuum of care that helps patients gain stability; as such, resources and appropriate supports are presented. Nurses work with individual clients and the support systems affected by the symptoms of these disorders. Recognition of necessary and appropriate supports for individuals and families is essential to promoting recovery. Written for nurses, this basic-level course presents essential information about bipolar and related disorders, including epidemiology, signs and symptoms, causal and associated risk factors, assessment, diagnosis, treatment planning and implementation, symptom management, relapse prevention, and outcomes evaluation."
